15782
15782 1.92656060593e+003 9.23529228744e+002 8.20327744603e-001
15781 1.92792696965e+003 9.33540422335e+002 9.56278087820e-001
15780 1.93221881799e+003 9.35128596752e+002 6.59458624305e-001
15779 1.93079534404e+003 9.24266318797e+002 3.62317074243e-001
15778 1.93586847441e+003 9.32329950085e+002 1.01783161514e+000
15777 1.94045312521e+003 9.26389604174e+002 5.80195946919e-001
15776 1.93122874451e+003 9.30254743835e+002 1.01854805895e+000
15775 1.92335065088e+003 9.21908526938e+002 4.74462624520e-001
15774 1.93753088309e+003 9.28962172903e+002 7.86195580608e-001
15773 1.92935712023e+003 9.34893195646e+002 1.01234982768e+000
15772 1.93892169117e+003 9.26545440085e+002 4.43817849279e-001
15771 1.92417656957e+003 9.22853502765e+002 7.80587763900e-001
15770 1.92884123049e+003 9.39699145433e+002 3.77227179643e-001
15769 1.93659542464e+003 9.27983311081e+002 5.67847122219e-001
15768 1.92537318511e+003 9.19719337110e+002 6.44784528781e-001
15767 1.94138162090e+003 9.25198077568e+002 8.48491864440e-001
15766 1.93239470560e+003 9.26285465775e+002 8.63707586320e-001
15765 1.92365769584e+003 9.36165298436e+002 3.10452092461e-001
15764 1.93039255639e+003 9.26348188463e+002 6.29305367081e-001
15763 1.92801292118e+003 9.38638053542e+002 6.15016727096e-001
15762 1.92617973491e+003 9.20847659342e+002 7.42174538316e-001
15761 1.93658767541e+003 9.26921703794e+002 4.93793903373e-001
15760 1.92790743711e+003 9.25891958313e+002 3.01232883134e-001
15759 1.93163745439e+003 9.33521917146e+002 1.04917222991e+000
15758 1.92283239109e+003 9.30043772331e+002 3.99989412034e-001
15757 1.92852499914e+003 9.24899389533e+002 8.67766056814e-001
15756 1.93965790709e+003 9.26989773460e+002 4.16097408282e-001
15755 1.93995425686e+003 9.29432262128e+002 5.77369149352e-001
15754 1.93658906046e+003 9.30461720354e+002 9.84594749995e-001
15753 1.93059869533e+003 9.36876168119e+002 5.35269600499e-001
15752 1.92737829755e+003 9.30336308121e+002 1.01038060108e+000
15751 1.93070528259e+003 9.31794696651e+002 6.07956983748e-001
15750 1.92782806658e+003 9.28411378750e+002 9.66399520099e-001
15749 1.93671150740e+003 9.25887726749e+002 3.12445814018e-001
15748 1.92206235233e+003 9.19348782224e+002 1.11528344111e+000
15747 1.93187921835e+003 9.31918390814e+002 5.72483929881e-001
15746 1.92288243279e+003 9.22780868842e+002 5.15600791760e-001
15745 1.92864585319e+003 9.36318251166e+002 5.80377169661e-001
15744 1.93865081485e+003 9.30451408437e+002 1.07722657692e+000
15743 1.93917726411e+003 9.27760161480e+002 4.91942373019e-001
15742 1.94172399550e+003 9.26750094212e+002 7.40851438778e-001
15741 1.92561390519e+003 9.27055975188e+002 9.86053212215e-001
15740 1.93754684403e+003 9.31730637011e+002 6.05138804188e-001
15739 1.92980767851e+003 9.24121832295e+002 6.32207230297e-001
15738 1.92442147101e+003 9.36876449700e+002 3.66436696510e-001
15737 1.93300441872e+003 9.30988659850e+002 8.87140466899e-001
15736 1.94336113921e+003 9.21487947385e+002 4.03731957477e-001
15735 1.93393733976e+003 9.28588779417e+002 1.04428276975e+000
15734 1.93952198834e+003 9.25763856713e+002 5.41699144981e-001
15733 1.93266189098e+003 9.29574650036e+002 5.67797245079e-001
15732 1.93031089506e+003 9.29004185358e+002 5.09689318521e-001
15731 1.93717302199e+003 9.26329002182e+002 3.01457670312e-001
15730 1.92408278932e+003 9.26797029113e+002 5.66821424952e-001
15729 1.93566849519e+003 9.26092286740e+002 7.44291741738e-001
15728 1.93570078968e+003 9.28962222970e+002 7.58294819870e-001
15727 1.92494425437e+003 9.25767923234e+002 4.65696717084e-001
15726 1.93350819134e+003 9.29884816774e+002 3.09261674377e-001
15725 1.92879234840e+003 9.26764854546e+002 9.41751674520e-001
15724 1.92892595442e+003 9.29558624099e+002 6.21578832910e-001
15723 1.92600134837e+003 9.28937000083e+002 9.34494076738e-001
15722 1.92458665240e+003 9.32108174673e+002 9.05146256804e-001
15721 1.93045533902e+003 9.25132105256e+002 5.67880616473e-001
15720 1.94272041446e+003 9.25815223692e+002 6.25518716595e-001
15719 1.92585611858e+003 9.33685612322e+002 1.11967526087e+000
15718 1.92749257814e+003 9.24244812765e+002 3.54713043574e-001
15717 1.92669492317e+003 9.25365316387e+002 1.02071088111e+000
15716 1.93873218177e+003 9.25019020498e+002 5.43955093789e-001
15715 1.93351318941e+003 9.32603382141e+002 8.05867164452e-001
15714 1.92959342734e+003 9.25645023252e+002 4.35161372179e-001
15713 1.92990234506e+003 9.29798995864e+002 3.83976557723e-001
15712 1.92722717498e+003 9.26930100813e+002 6.32135217574e-001
15711 1.92938877222e+003 9.37783205983e+002 9.76913083067e-001
15710 1.93336195017e+003 9.34209495165e+002 8.07370528292e-001
15709 1.92413050362e+003 9.29417388326e+002 8.68726341569e-001
15708 1.93469703919e+003 9.30388121084e+002 9.08864758893e-001
15707 1.93467078577e+003 9.33521199252e+002 6.71446917802e-001
15706 1.92636725795e+003 9.31830189969e+002 7.93473982677e-001
15705 1.92771961179e+003 9.37291458328e+002 7.63182958151e-001
15704 1.93508428800e+003 9.24970577512e+002 4.90297743187e-001
15703 1.93773082115e+003 9.25018287160e+002 4.41258359546e-001
15702 1.92971637651e+003 9.36352643069e+002 4.90710419142e-001
15701 1.92973108720e+003 9.32986137675e+002 9.31083199698e-001
15700 1.93123893642e+003 9.25730822053e+002 4.18337222849e-001
15699 1.92922902969e+003 9.31136674505e+002 9.85366987240e-001
15698 1.93171872265e+003 9.28161950932e+002 1.13084155612e+000
15697 1.92937539266e+003 9.28442935141e+002 5.81258690664e-001
15696 1.93978215165e+003 9.22968009625e+002 7.26486222341e-001
15695 1.93542419398e+003 9.27549588401e+002 6.81193090687e-001
15694 1.93011597866e+003 9.27535633262e+002 5.89952935923e-001
