  0.693117 0.555651 0.158881 0.68191 0.364402
  1.05042 0.542184 0.230371 1.28488 1.31546
  0.791892 2.99583 0.588384 1.00259 2.50052
  3.85711 1.63493 1.94708 1.98133 3.39003
  0.185226 0.706853 0.669258 4.8692 0.186096
  0.442605 4.26577 4.17686 5.83035 4.21517
  4.18432 5.75714 4.28856 3.8383 4.03064
  1.28224 1.00658 5.06733 6.91989 5.82221
  0.798842 6.67582 0.603608 3.32417 1.19158
  3.06686 4.89299 5.00237 1.79076 7.57801
  0.80336 0.11567 0.999904 0.9432 0.9247
  1.03049 0.609162 1.19192 0.133256 0.776455
  1.09132 2.95553 1.85643 0.370762 1.00845
  0.122441 3.29379 3.32071 0.307263 0.126224
  2.2327 1.2779 3.26248 4.70176 3.04649
  3.78832 2.05586 3.31527 5.62094 3.86156
  5.13773 6.98409 5.12307 1.66605 3.69415
  4.31241 1.57711 5.83375 3.78863 6.84753
  0.252113 7.94132 8.99324 2.98662 5.01572
  6.03095 2.4351 2.5548 2.19487 3.61616
  0.285082 0.35324 0.0258826 0.242926 0.400829
  1.77231 1.76727 1.64987 1.95543 1.71112
  2.92102 1.3313 2.86977 0.244835 1.05409
  3.73727 3.75732 3.60591 0.498188 0.688381
  3.38611 2.59935 4.17729 4.02827 1.47386
  0.728464 3.45813 4.8282 4.9821 4.02144
  4.49104 2.47398 6.47148 5.76231 5.24781
  5.1919 3.96123 7.74494 6.85341 7.5465
  0.181608 2.57192 3.22979 2.12649 8.50117
  3.13688 1.22071 3.73528 8.89005 4.56318
