  0.884415 0.862734 0.13081 0.526459 0.641051
  0.968674 1.95503 1.05113 1.11034 0.150043
  0.896695 2.93905 0.848802 2.88917 1.68569
  0.238296 1.48637 3.20368 3.55074 1.42194
  4.35497 3.9264 2.67652 4.51101 1.07744
  5.41297 2.28521 4.48948 4.68228 0.35472
  5.01839 6.74547 5.30129 0.264887 2.05505
  5.09372 0.449723 7.39394 6.01964 4.86809
  7.72258 2.2028 8.22063 3.70686 7.22872
  9.26911 4.74192 7.76917 8.45451 0.571009
  0.644397 0.184158 0.698263 0.937852 0.322018
  1.50585 1.13467 0.86796 1.77188 0.811792
  0.945927 2.95973 1.85438 2.14 1.23982
  0.526967 3.7296 2.34355 0.0747857 0.27835
  4.72889 3.5829 4.3553 4.57074 0.473632
  3.22215 2.58602 4.4819 0.566149 4.42309
  2.47181 3.3894 3.48532 2.18909 6.54925
  5.01488 0.0508695 4.61753 1.71127 0.531327
  6.35747 3.97302 6.54624 3.38154 3.35092
  6.6456 2.30721 6.92939 0.688823 7.78453
  0.679854 0.433297 0.807713 0.957572 0.849932
  0.56752 0.498646 1.68507 0.522205 0.560401
  1.15157 2.03099 1.19559 0.0471772 2.46644
  1.00924 1.70482 1.42638 1.47431 3.14691
  4.98279 0.0418707 3.49587 3.82058 4.94816
  3.33975 2.8962 0.48779 2.67501 0.813989
  4.77937 0.448167 3.10543 0.243926 4.21715
  3.40403 0.804582 6.09357 5.80232 0.195351
  0.704381 5.83542 5.06759 4.74168 0.925882
  1.29515 4.57628 6.78963 4.5981 2.24608
